author_name,username,profile_type,post_id,published_at,content,likes,comments,shares,engagement_total,comment_to_like_ratio,media_type,hashtags,post_url
Nicolas Boucher,bouchernicolas,partner,7383958282828414976,2025-10-14 20:13:09.223,"NEW EXCEL FEATURE
Excel just released an AI function which creates formulas for you!
Based on the context of the spreadsheet it will propose the most appropriate formula for you.

Here we see that it calculates the profit based on the sales and costs (which are in a table on the side).

I had the chance to see this before thanks to the Microsoft product team and this works really well!
I was quite impressed when I saw it for the first time.

What do you think?",152,21,17,190,13.82,text,[],https://www.linkedin.com/posts/bouchernicolas_new-excel-feature-excel-just-released-an-activity-7383958282828414976-eM4A
My Profile,saulmateos,own,7383869848457756672,2025-10-14 14:22:37.54,"The CFO's real job isn't to predict, it's to prepare.

Every board deck wants certainty.

Every forecast pretends to have it.

But here's the truth most people won't say out loud:

No one can predict what's coming.
Not the markets.
Not the customers.
Not even your best model.

I learned that the hard way.

At one company, we had the ""perfect"" capital plan.
Everything lined up demand, margins, cash runway.

Then Silicon Valley Bank collapsed.
Or the IPO market shut down.
Or interest rates doubled.
Or that ""certain"" deal didn't close.

Pick your crisis. They all have the same lesson:

In 72 hours, your perfect plan becomes useless.

That's when I stopped obsessing over precision.
And started focusing on resilience.

Because the CFO's real job isn't to say what will happen 
It's to make sure the company can survive what does.

Preparation beats prediction every time.

You can't control the next downturn,
But you can control your cash discipline.

You can't forecast every customer delay,
But you can model how long you last if revenue slips.

You can't plan for every surprise,
But you can build a balance sheet that absorbs one.

The best CFOs don't sell certainty 
They build systems that bend before they break.

They ask harder questions:

What happens if growth slows 30%?

How long can we sustain this burn?

Which levers buy us time to adjust?

A great forecast gives you a roadmap.
But preparation gives you a parachute.

And when things change and they always do 
It's the parachute that saves the company, not the roadmap.

You don't win by predicting the future.
You win by being ready for it.

What's one way you prepare your team for the unpredictable?",41,14,0,55,34.15,text,[],https://www.linkedin.com/posts/saulmateos_the-cfos-real-job-isnt-to-predict-its-activity-7383869848457756672-MPf_
Nicolas Boucher,bouchernicolas,partner,7383848903684812800,2025-10-14 12:59:23.786,"Excel can build your financial model now in minutes

Open this newsletter to learn how...

And if you want to learn live from me how to reduce costs with AI, join my new Free Masterclass: https://vrtc.io/48jirtn sponsored by Vertice

I will show you:
- How to perform financial analysis with AI to find cost savings
- How to create benchmarking with AI
- How to automate these processes",177,14,5,196,7.91,text,[],https://www.linkedin.com/posts/bouchernicolas_excel-can-build-your-financial-model-now-activity-7383848903684812800-Tapc
Wouter Born,wouterborn,inspiration,7383837759024738304,2025-10-14 12:15:06.823,"CFOs must understand numbers = noise. You must dominate in finance with stories. COPY-PASTE Prompt to turn numbers into stories without frustration:

You are the CFO of a Fortune 500 company preparing a 3-minute earnings call narrative. You have access to:

• Financials: [upload quarterly P&L, revenue, margin, etc.]

• Strategy docs: [upload board decks, roadmaps, KPIs]

• Market context: [upload analyst notes if available]

Your task: Write a narrative for investors and the board that:

1. Celebrates the wins: Highlight the revenue growth (drivers, new product launches, customer adoption). Frame success as the payoff of prior strategic bets.

2. Acknowledges challenges with transparency: Call out margin pressure or operational headwinds clearly. Explain root causes using uploaded KPI data. Share corrective actions underway.

3. Connects to long-term vision: Tie today’s results into the company’s bigger story of innovation, operational excellence, and strategic transformation. Use uploaded strategy docs.

4. Uses a storytelling device: Apply a metaphor (journey, comeback, turning point) so the message sticks with investors and employees.

5. Delivers with conviction: Close with optimism about the next quarter and confidence in long-term growth.

Instructions for GPT-5:

• Write in plain, confident language.

• Use short sentences and natural cadence (like delivering live).

• Blend data with story: never just present a number, explain what it means.

• Structure like a mini arc: hook, challenge, solution, vision and call to action.

**

Here's what can happen if you don't build your storytelling skills:

1. Your board will stop listening. They’ll tune out numbers they don’t understand.

2. Investors will punish you. They’ll interpret weak quarters as failure instead of part of a larger journey.

3. Your team will disengage. They won’t see how their work ties into strategy, so they’ll walk.

And your competitors who tell better stories will raise more capital, recruit better talent, and command higher valuations, even if their numbers are the same as yours.

Markets don’t reward the best numbers.

They reward the best story about the numbers.

The CFOs and finance operators who master storytelling will be the ones who can dominate. The ones who don’t can be replaced by leaders who can.

The choice is yours:

Be the spreadsheet operator…
Or be the storyteller who makes the market believe.

P.S. Every CFO and CEO needs to hear this: https://lnkd.in/dEGpNwty",215,21,13,249,9.77,text,[],https://www.linkedin.com/posts/wouterborn_cfos-must-understand-numbers-noise-you-activity-7383837759024738304-fCKT
Erik Lidman,eriklidman,inspiration,7383837740360036352,2025-10-14 12:15:02.373,"Every finance leader I spoke with said the same thing:

‘We love Power BI for reporting. But we're stuck in Excel for planning.’ 

This disconnect is costing companies millions.

Finance teams waste time: 

- Missing key insights
- Using outdated data
- Consolidating endless spreadsheets
- Managing Budget_v7_final_final.xlsx

The reality?

Companies master the past in Power BI. 

Yet plan their future in Excel.

This is why I built Aimplan.

The concept is simple but transformative:

If Power BI is your single source of truth for reporting, it should be your platform for planning too.

What changes with Aimplan: 

- Dynamic forecasting
- Single version of truth
- Seamless collaboration
- Automated consolidation
- Real-time planning in Power BI

For finance leaders:

This isn't about new software. 

It's about transforming how your team works with data.

One place to:

- Plan
- Report
- Forecast

All inside Power BI.

Using Power BI but planning in Excel? Let's talk.

📅 Book a demo: https://lnkd.in/dgk3UA2A",63,18,0,81,28.57,text,[],https://www.linkedin.com/posts/eriklidman_every-finance-leader-i-spoke-with-said-the-activity-7383837740360036352-qi04
Nicolas Boucher,bouchernicolas,partner,post_1760567303382,2025-10-14 07:50:11.785,"Can you Save 1 hr per day with ChatGPT?

→Start here: Top 100 ChatGPT Tips: https://lnkd.in/epmcQyFw

Time is the scarcest resource for finance professionals

Emails, reports, reconciliations, planning,
your calendar is already full

But what if you could claw back an extra hour
every single day?

That’s exactly what ChatGPT can help you do

In this visual, I mapped 25+ ways finance teams can use ChatGPT to save time every single day, across:

- FP&A
- Budgeting & Forecasting
- Audit
- Tax
- Accounts Payable & Receivable
- General Ledger & Controls
- CFO & Strategy Work

Examples include:

- Strategic planning
- Invoice processing
- Forecast modeling
- Tax code research
- Stakeholder communication
- Vendor messaging
- Financial storytelling
- Audit documentation
... and more.

Most of these prompts take under 30 seconds to run

ChatGPT won't replace finance pros but finance pros who use AI will replace those who don’t

Top 100 ChatGPT Tips here to help you get started: https://lnkd.in/epmcQyFw

👉 Have you started using AI for your work?

🔁 Repost if you think more people in finance should know about this",149,2,8,159,1.34,text,[],https://www.linkedin.com/feed/update/urn:li:groupPost:7037632-7383771090403364865
Nicolas Boucher,bouchernicolas,partner,7383568084885995520,2025-10-13 18:23:31.498,"My 6 AI plays to cut software waste
👉 Let me show some of them live this Thursday: https://vrtc.io/48jirtn

(made free thanks to Vertice sponsoring it)

Imagine you are the CFO and you see this:
SaaS prices up 11%, but 66% of seats sit idle
Renewal was last week

How would you react?

I'm sure you don't want this to happen again.

This is why we need a repeatable way to find shelfware fast


This is what we will discuss this Thursday.

Here are already some examples on how you can use AI:

1. Use GenAI to surface your true KPIs
Ask an AI model with your raw data: “Which 10 KPIs best represent software spend health—and why?” It spots board-level metrics (logins per paid seat, cost per active user, renewal risk cohorts

2. Run cohort analysis in minutes, not days
Segment by department and show 30/60/90-day activity vs. seats and cost; flag cohorts where activity falls below 5%. Finance teams report 2–8 hours; AI does the first pass in ~2 minutes

3. Automate the data mess
Prompt AI to write scripts (Google Apps Script/Office Script/VBA) to combine tabs, standardize vendor names/SSO IDs, and keep only needed columns. No more manual cleanup

4. Ask AI: “What are 100 things I don’t know but should?”
Drop in a billing summary or describe your stack. You’ll uncover blind spots—SSO mismatches, duplicate tools, zombie seats, or teams paying outside procurement

5. Invest in AI-native finance tools
Auto-categorize transactions, flag anomalies, draft entries, and connect ERP/AP/SSO/vendor exports so usage, billing, and renewals flow into one view

6. Pull data via API—with AI as your helper
Have AI draft a Python script to pull last-login and active-seat counts from Okta, Zoom, Atlassian, or M365; then join across apps. Same pattern for Salesforce renewals.

Your team can find and kill shelfware fast by pairing finance judgment with small AI workflows
Cleaner data, stronger negotiations, less waste—without waiting on engineering

👉 See the AI workflows:
Join me here: https://vrtc.io/48jirtn",66,14,7,87,21.21,text,[],https://www.linkedin.com/posts/bouchernicolas_my-6-ai-plays-to-cut-software-waste-let-activity-7383568084885995520-t-Iy
Nathan Saperia,nathansaperia,inspiration,7383482903428538368,2025-10-13 12:45:02.656,"🧭 The roll-up era in accounting may be peaking.

For a while, the math worked beautifully: 
Buy firms cheap, consolidate, sell at a higher multiple.

But that window is starting to close.

PE capital is flooding in. 
Strategics are chasing the same deals. 
And valuations — especially in the mid-market — are getting frothy.

𝗧𝗵𝗲 𝗽𝗮𝘀𝘁 was about acquiring — buying firms cheap, finding synergies, and capturing multiple expansion.

𝗧𝗵𝗲 𝗽𝗿𝗲𝘀𝗲𝗻𝘁 is about integrating — actually making those roll-ups 𝘸𝘰𝘳𝘬. 
Many are realizing that growth on paper isn’t the same as performance in practice. 
The hard part isn’t strategy — it’s execution.

𝗧𝗵𝗲 𝗳𝘂𝘁𝘂𝗿𝗲 will belong to the firms that master operational excellence and build new engines of 𝘰𝘳𝘨𝘢𝘯𝘪𝘤 growth — FP&A, strategic finance, and advisory.

That’s where real, durable value will come from next.

Most accounting firms weren’t built for that kind of execution. 
They were built for 𝘱𝘳𝘰𝘥𝘶𝘤𝘵𝘪𝘰𝘯 and compliance — not integration and scale.

Now the market’s shifting. 
Growth depends on 𝗲𝗳𝗳𝗶𝗰𝗶𝗲𝗻𝗰𝘆, 𝗮𝗹𝗶𝗴𝗻𝗺𝗲𝗻𝘁, 𝗮𝗻𝗱 𝗻𝗲𝘄 𝘀𝗲𝗿𝘃𝗶𝗰𝗲 𝗹𝗶𝗻𝗲𝘀.
It means:
• Turning shared services into true operating leverage
• Using real-time KPIs instead of static reports
• Making finance forward-looking — not backward-reporting
• Expanding into FP&A, strategic finance, and operational advisory
  
That’s how you create value 𝘢𝘧𝘵𝘦𝘳 the deal, not just from it.

Most firms can’t make that shift alone. 
It’s not in their DNA — yet.

The next cycle won’t reward the biggest acquirers. 
It’ll reward the ones who 𝗯𝘂𝗶𝗹𝗱 𝗯𝗲𝘀𝘁.

I help firms make that leap — turning acquisitions into operators, and operators into growth engines.

Ready to make that leap? Let's talk.",18,6,1,25,33.33,text,[],https://www.linkedin.com/posts/nathansaperia_the-roll-up-era-in-accounting-may-be-peaking-activity-7383482903428538368-F4y5
Wouter Born,wouterborn,inspiration,7383475347964563456,2025-10-13 12:15:01.293,"One CFO from a top FMCG company told me that CFOs are still being treated like a corporate secretary. Why? If your CFO spends most days:

- Approving invoices
- Stitching spreadsheets
- Preparing decks others don’t read

You are burning the most strategic seat in the company on clerical work.

The CFO role didn’t shrink. Our expectations did.

The modern CFO is not the head accountant.

The modern CFO is the operating system for decision-making. When you reduce that role to meeting minutes and month-end, you don’t get more control. 

You get less intelligence, slower action, and a weaker business.

So what a CFO actually is? 
And why does the “corporate secretary” trap happen?

Every CFO and CEO needs to hear this: https://lnkd.in/dEGpNwty",60,18,3,81,30.00,text,[],https://www.linkedin.com/posts/wouterborn_one-cfo-from-a-top-fmcg-company-told-me-that-activity-7383475347964563456-0nhS
Erik Lidman,eriklidman,inspiration,7383475362913062912,2025-10-13 09:24:15.526,"5 things CFOs hate seeing in financial reports:

1. Vague Revenue Projections

Avoid this: ‘Revenue will grow next quarter with expected seasonal boosts.’

Why: CFOs need precise, data-driven forecasts, not fluff.

Replace with specifics:

’Revenue is projected to increase by 12% next quarter, driven by a 15% rise in new customer acquisitions and 10% growth in average deal size.’

2. Lack of Cost Breakdown

Avoid this: ‘Operating expenses were in line with expectations.’

Why: CFOs can’t make strategic decisions without granular cost visibility.

Replace with clarity:

’Operating expenses increased by 7%, mainly due to a 20% rise in R&D investments, and a 5% uptick in marketing costs due to new campaigns.’

3. No Clear Link Between Strategy and Financials

Avoid this: ‘Our EBITDA is up, which indicates growth.’

Why: Financials must connect to business goals. Otherwise, it’s just a number.

Replace with actionable insights:

’EBITDA improved by 8% as a result of cost-saving initiatives in supply chain optimization, which aligns with our strategy to improve operational efficiency.’

4. Overly Optimistic Cash Flow

Avoid this: ‘We expect cash flow to improve, despite recent losses.’

Why: CFOs want realistic, risk-adjusted cash flow insights.

Replace with transparency:

’Cash flow is expected to decline by 5% in the next quarter due to delayed customer payments, with plans to address this by tightening credit terms and accelerating collections.’

5. No Risk Analysis

Avoid this: ‘Everything is running smoothly financially.’

Why: CFOs need to know the risks and uncertainties that could impact the company.

Replace with risk awareness:

’Financial performance is stable, but we are facing potential risks, including regulatory changes in our key markets and increasing raw material costs, which could impact margins by 3-4% in the next 6 months.’

The Bottom Line:

CFOs need 3 things:

1. Real risks
2. Numbers that matter
3. Clear business impact

Everything else is noise.",117,21,7,145,17.95,text,[],https://www.linkedin.com/posts/eriklidman_5-things-cfos-hate-seeing-in-financial-reports-activity-7383475362913062912-sU9a
Nicolas Boucher,bouchernicolas,partner,7383270688381509632,2025-10-12 22:41:46.646,"Does your Finance Team have a clear AI Roadmap?

🇫🇷 Masterclass en Francais: https://lnkd.in/eqbXB6MP (sponsored by Agicap)

In this free webinar with me and Agicap (in French), You will get:
- A roadmap to becoming an AI CFO
- Real use cases with AI tools like ChatGPT, Copilot & Gemini
- Carefully selected best practices based on active corporate experience and feedback in the field of AI applied to finance

When I talk with finance pros, I tell them this:

Without a clear roadmap, finance teams wander into a maze of complexity,
inefficiency, & uncertain results

It's what I have seen as the number 1 problem in using AI

If these are the questions you ask yourself right now:
🔹 Does my AI strategy deliver value?
🔹 Which AI initiatives should I prioritize?
🔹 How do I align AI with my business goals?

You can join us in our upcoming webinar with Agicap
Monday, October 13 at 2:00 PM CEST

👉 Save the date (in French), and join here: https://lnkd.in/eqbXB6MP",82,10,6,98,12.20,text,[],https://www.linkedin.com/posts/bouchernicolas_does-your-finance-team-have-a-clear-ai-roadmap-activity-7383270688381509632-a98K
Nathan Saperia,nathansaperia,inspiration,7383124284547948544,2025-10-12 13:00:01.252,"⚖️ 𝗖𝗮𝗹𝗶𝗳𝗼𝗿𝗻𝗶𝗮 𝗝𝘂𝘀𝘁 𝗧𝗼𝗼𝗸 𝗮 𝗣𝗮𝗴𝗲 𝗳𝗿𝗼𝗺 𝘁𝗵𝗲 𝗔𝗰𝗰𝗼𝘂𝗻𝘁𝗶𝗻𝗴 𝗣𝗹𝗮𝘆𝗯𝗼𝗼𝗸 — 𝗕𝘂𝘁 𝗗𝗼𝗻’𝘁 𝗘𝘅𝗽𝗲𝗰𝘁 𝗢𝗻𝗲 𝗠𝗼𝗱𝗲𝗹

California’s new rule allowing limited 𝗻𝗼𝗻-𝗹𝗮𝘄𝘆𝗲𝗿 𝗼𝘄𝗻𝗲𝗿𝘀𝗵𝗶𝗽 𝗮𝗻𝗱 𝗳𝗲𝗲-𝘀𝗵𝗮𝗿𝗶𝗻𝗴 marks its first step toward 𝘈𝘭𝘵𝘦𝘳𝘯𝘢𝘵𝘪𝘷𝘦 𝘉𝘶𝘴𝘪𝘯𝘦𝘴𝘴 𝘚𝘵𝘳𝘶𝘤𝘵𝘶𝘳𝘦𝘴 (𝘈𝘉𝘚) — letting outside capital participate under guardrails.

It mirrors what accounting did years ago with 𝘈𝘭𝘵𝘦𝘳𝘯𝘢𝘵𝘪𝘷𝘦 𝘗𝘳𝘢𝘤𝘵𝘪𝘤𝘦 𝘚𝘵𝘳𝘶𝘤𝘵𝘶𝘳𝘦𝘴 (𝘈𝘗𝘚). 
That change didn’t create one model — it created a spectrum.

Some firms went all in — centralized platforms, unified systems, full PE integration. 
Others built shared back-office infrastructure under a holding company while firms kept local control. 
Both worked. Because APS wasn’t about structure — it was about 𝗰𝗮𝗽𝗶𝘁𝗮𝗹 𝗳𝗹𝗲𝘅𝗶𝗯𝗶𝗹𝗶𝘁𝘆.

That’s where law is headed. 
ABS creates the permission slip. 
MSOs create the operating engine. 
And in time, hybrids will fill the space between them.

The structure is regulatory. The strategy is operational.",13,4,1,18,30.77,text,[],https://www.linkedin.com/posts/nathansaperia_%F0%9D%97%96%F0%9D%97%AE%F0%9D%97%B9%F0%9D%97%B6%F0%9D%97%B3%F0%9D%97%BC%F0%9D%97%BF%F0%9D%97%BB%F0%9D%97%B6%F0%9D%97%AE-%F0%9D%97%9D%F0%9D%98%82%F0%9D%98%80%F0%9D%98%81-%F0%9D%97%A7%F0%9D%97%BC%F0%9D%97%BC%F0%9D%97%B8-activity-7383124284547948544-MwuA
Wouter Born,wouterborn,inspiration,7383112966281437185,2025-10-12 12:15:02.767,"3 signs of great CEO–CFO relationship

1. They reject speed

A weak team confuses speed with progress. The CEO demands urgency. The CFO questions direction. They ask, is this the right move? What does it cost? What does it risk? They do not celebrate speed. They chase outcomes.

Viable growth > fast growth. Every time.

2. They treat the forecast like a product

Most companies treat forecasts like hope. Strong CEO–CFO pairs treat it like a build. They pressure test inputs. They own misses. They update constantly. No wishful thinking. No hiding bad news. 

Bad news moves faster than good news. No surprises. 

3. They end disagreements with real decisions

Weak teams confuse politeness with alignment. They hold meetings about meetings. They wait for consensus. Strong CEO–CFO pairs debate hard and commit fast. No passive, yes. No silent no. 

They make the call. Own the outcome. Move forward. 

TAKEAWAY

When no one says the hard thing, teams fall apart. 

But great CEO–CFO pairs build on truth, not comfort.

The CEO owns vision. The CFO owns viability.

When both respect the tension... the company stays strong.

Finance finally feels exciting again: https://lnkd.in/eyirAge5",821,45,69,935,5.48,text,[],https://www.linkedin.com/posts/wouterborn_3-signs-of-great-ceocfo-relationship-1-activity-7383112966281437185-8DN7
Wouter Born,wouterborn,inspiration,7382751005030985728,2025-10-11 12:05:03.977,"In 2026, you’ll see more CFOs and finance leaders attend in-person events. Here’s why.

AI can handle forecasting and reporting better. 

But it can’t replace judgment, intuition, or relationships. That’s why the next wave of CFOs will go offline. Because in a world run by data, being human becomes your edge.

Here’s what that really means:

1. Connection beats algorithms

Online content creates awareness. But trust... the kind that moves careers, deals, and partnerships still happens face-to-face. When you meet someone in person, you read their tone, their pauses, and their intent. You can’t automate that. 

CFOs who invest in human connection will build faster-moving networks than those relying on feeds and DMs.

2. The human hedge becomes a moat

As automation takes over financial operations, the CFO’s value shifts from accuracy to interpretation. Numbers will always tell what happened. But it takes human context to explain why it matters and what to do next. The best CFOs will be those who combine technical mastery with emotional intelligence, leading teams, investors, and boards through uncertainty.

You can’t learn that through Zoom. You learn it through presence.

3. Signals are stronger offline

Finance runs on nuance tone in a negotiation, energy in a pitch, and confidence in a founder’s eyes. Those signals don’t show up in dashboards. In-person events sharpen your instincts, helping you see risks and opportunities faster. 

AI can predict probabilities. Humans can sense intentions.

4. Rooms create opportunity that screens can’t

Every major inflection point in your career came from a person. The right handshake, the right introduction, the right conversation. Events are no longer about panels. They’re about proximity. You might meet your next investor, co-founder, or client over a 10-minute chat.

And those 10 minutes can move your career.

But the modern finance leaders won’t just attend events.

They’ll host them.

- Roundtables. 
- Small dinners. 
- Private gatherings.

Authority is built in the post-AI world by 3 things:

1. Showing up
2. Sharing ideas
3. Listening deeply

AI may run your systems. But humans still run trust.

And trust, not data, is what drives real business forward.

In 2026, CFOs will win by leaning into humanity.

P.S. We recently hosted the best CFO Office event in Dubai. The room was full of energy. New friendships sparked over conversations about AI, finance, and life. The biggest takeaways are here: https://lnkd.in/d8VwD9-e",50,7,1,58,14.00,text,[],https://www.linkedin.com/posts/wouterborn_in-2026-youll-see-more-cfos-and-finance-activity-7382751005030985728-Wjos
Nicolas Boucher,bouchernicolas,partner,7382720480903901184,2025-10-11 10:15:26.961,"If you’re not in AI Finance Club this month…
you’ll miss 6 live sessions showing exactly how finance pros are using AI — from FP&A to Fractional CFOs.

My favorite way to learn is from humans in live sessions… this is also my preferred way to teach!

Every month we have 4 to 6 live masterclasses to help CFOs and finance executives adopt AI and be more competitive.

Wanna join?
Click here: https://lnkd.in/gAUZ9ixF

Here is what we planned this month:

📌 (Beginner) Generative AI Crash Course — Live
With me, Nicolas Boucher as your AI teacher for new members
Wednesday, 1st October 2025 | 3PM – 5PM ET / 12PM – 2PM PT / 9PM – 11PM CEST
- Practical prompts & top AI use cases
- Finance workflows (incl. Excel with AI)
- Risks, limits, and smart guardrails

📌 Live Roadmap Group Session
(With me for new members)
Friday, 3rd October 2025 | 11AM – 1PM ET / 8AM – 10AM PT / 5PM – 7PM CEST
- Assess your current AI maturity
- Prioritize quick wins & build a roadmap
- Action plan for team & company adoption

📌 (Intermediate) AI for Financial Storytelling
Monday, 6th October 2025 | 12PM – 1:30PM ET / 9AM – 10:30AM PT / 6PM – 7:30PM CEST
With Soufyan Hamid 
- How AI can transform the way finance leaders present and communicate. 

📌 (Beginner) Making Sense of the Tools Marketplace: For FP&A Professionals
Thursday, 9th October 2025 | 3PM – 4:30PM ET / 12PM – 1:30PM PT / 9PM – 10:30PM CEST
With Paul Barnhurst 
- How to evaluate tools effectively
- What to look for when choosing solutions
- Plus practical ideas on how to spot tools that can give you a real edge in financial planning and analysis.

📌 (Intermediate) October Fractional CFO Corner
Thursday, 23rd October 2025 | 12PM – 1:30PM ET / 9AM – 10:30AM PT / 6PM – 7:30PM CEST
With Anna Tiomina, MBA 
- Whether you're already working as a Fractional CFO or exploring the role, this discussion is designed to help you level up

📌 (Beginner) Gemini in Action: From Workspace to Advanced Features
Thursday, 30th October 2025 | 12PM – 1:30PM ET / 9AM – 10:30AM PT / 6PM – 7:30PM CEST
With Anne-Claire CHANVIN
- Gemini in Workspace (Docs, Sheets, Gmail)
- Gems, NotebookLM, and canvas demos
- Pro vs Flash, nano images: when to use what
and more

👉 Join the AI Finance Club and lead your company’s AI adoption
https://lnkd.in/gAUZ9ixF",56,7,1,64,12.50,text,[],https://www.linkedin.com/posts/bouchernicolas_if-youre-not-in-ai-finance-club-this-month-activity-7382720480903901184-HQzZ
Nicolas Boucher,bouchernicolas,partner,7382505081167945731,2025-10-10 19:59:31.521,"Want to learn how to use the new Excel AI Agent Mode?

💻 Join my free bootcamp: https://lnkd.in/eP8XnmCA
Sponsored by Spendflo

What you’ll learn:
 - Getting useful AI outputs for real finance work (commentary, variance notes, procedures)
- Building financial models with AI
- And the new functionality: Excel AI Agent Mode

This AI summit runs Oct 15–16, and it’s free for you to join.
Companies usually pay $5k+ for this bootcamp; here, it’s covered by Spendflo

👉 Save your free seat now: https://lnkd.in/eP8XnmCA",155,46,4,205,29.68,text,[],https://www.linkedin.com/posts/bouchernicolas_want-to-learn-how-to-use-the-new-excel-ai-activity-7382505081167945731-KtSU
Christian Watting,christian-wattig,inspiration,7382422172742631424,2025-10-10 14:30:04.753,"I asked Excel's new Agent Mode to build a model. Here’s what happened.

It didn’t nail everything—but it did the boring parts frighteningly well.

𝙲𝙾𝙿𝙸𝙻𝙾𝚃() cleaned my messy export, Agent Mode drafted a 3-statement skeleton, and I had a first-pass forecast in minutes.

The real win? 

I spent my time on assumptions and judgment, not VLOOKUPs.

Join me live to see how I did it step-by-setp:

𝗙𝗿𝗲𝗲 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 — 𝗠𝗮𝘀𝘁𝗲𝗿 𝗘𝘅𝗰𝗲𝗹 𝗖𝗼𝗽𝗶𝗹𝗼𝘁’𝘀 𝗟𝗮𝘁𝗲𝘀𝘁 𝗔𝗜 𝗙𝗲𝗮𝘁𝘂𝗿𝗲𝘀 (𝘀𝗽𝗼𝗻𝘀𝗼𝗿𝗲𝗱 𝗯𝘆 𝗗𝗿𝗶𝘃𝗲𝘁𝗿𝗮𝗶𝗻)

 🗓️ Tue, Oct 14, 2025 • 10:00 AM PT / 1:00 PM ET

What we’ll cover:

• COPILOT() for rapid data cleaning & analysis
  
• Agent Mode to spin up financial models from zero
  
• Fast forecasting with ChatGPT + Python + Excel
  
Who should attend: 

Finance leaders and FP&A pros aiming to automate repeatable tasks and focus on strategy.

Save your seat ➜ https://lnkd.in/egMTyrr9

Your biggest blocker to trying Copilot: 

1) access, 2) training, 3) trust?

I'm curious. Comment below. 👇",26,11,1,38,42.31,text,[],https://www.linkedin.com/posts/christian-wattig_i-asked-excels-new-agent-mode-to-build-a-activity-7382422172742631424-8_ys
